"sentence","src_label","tgt_label","link_type"
" That’s according to documentation from the Panama offshore registrar Mossack Fonseca, obtained and shared with International Consortium of Investigative Journalists (ICIJ) and Organized Crime and Corruption Reporting Project (OCCRP) by Süddeutsche Zeitung, a German publication.","ICIJ","Organized Crime and Corruption Reporting Project","BUSINESS"
" The data was obtained by the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists and OCCRP with more than 110 media partners from 82 countries, including 15min.lt.","International Consortium of Investigative Journalists","Süddeutsche Zeitung","BUSINESS"
" That’s according to documentation from the Panama offshore registrar Mossack Fonseca, obtained and shared with International Consortium of Investigative Journalists (ICIJ) and Organized Crime and Corruption Reporting Project (OCCRP) by Süddeutsche Zeitung, a German publication.","ICIJ","Süddeutsche Zeitung","BUSINESS"
" That’s according to documentation from the Panama offshore registrar Mossack Fonseca, obtained and shared with International Consortium of Investigative Journalists (ICIJ) and Organized Crime and Corruption Reporting Project (OCCRP) by Süddeutsche Zeitung, a German publication.","Süddeutsche Zeitung","Organized Crime and Corruption Reporting Project","BUSINESS"
"RCB is another bank that has close ties to friends of Russian Federation President Vladimir Putin, going so far as to give a company affiliated with Putin’s close friend Sergey Roldugin an unsecured US$ 650 million line of credit.","Vladimir Putin","Russian Federation","MANAGER"
"RCB is another bank that has close ties to friends of Russian Federation President Vladimir Putin, going so far as to give a company affiliated with Putin’s close friend Sergey Roldugin an unsecured US$ 650 million line of credit.","Sergey Roldugin","Vladimir Putin","ASSOCIATE"
" In the Mossack Fonseca data, Soloviev is listed as a citizen of the United Kingdom (UK), residing in London at 10 Thornwood Lodge, Thornwood Gardens – a quiet, green neighborhood between Holland Park and Kensington Gardens.","London","UK","WITHIN"
" In the Mossack Fonseca data, Soloviev is listed as a citizen of the United Kingdom (UK), residing in London at 10 Thornwood Lodge, Thornwood Gardens – a quiet, green neighborhood between Holland Park and Kensington Gardens.","London","United Kingdom","WITHIN"
" In April 2016, the International Consortium of Investigative Journalists (ICIJ) and more than 100 media partners, including the Organized Crime and Corruption Reporting Project (OCCRP), published hundreds of stories based on the leak of millions of internal documents that exposed the firm’s inner workings from the late 1970s to 2015.","International Consortium of Investigative Journalists","Organized Crime and Corruption Reporting Project","BUSINESS"
" On Twitter, Rza Talibov uploaded this old photo of his father Vasif (left), then-President Heydar Aliyev (center), and his son, future president Ilham Aliyev (right).","Ilham Aliyev","Heydar Aliyev","FAMILY"
" 🔗The Suisse Secrets Investigation The data was provided by an anonymous source to the German newspaper Süddeutsche Zeitung, which shared it with OCCRP and 46 other media partners around the world.","Süddeutsche Zeitung","OCCRP","BUSINESS"
" In response to inquiries from OCCRP and Süddeutsche Zeitung, Credit Suisse said it could not comment on individual client relationships and rejected “allegations and inferences about [its] purported business practices.” (","Süddeutsche Zeitung","OCCRP","BUSINESS"
"After the stunning story on an offshore network tied to Russian President Vladimir Putin’s friend Sergey Roldugin, Lithuanian law enforcement confirmed there were money flows from accounts in Lithuania to the Roldugin network.","Sergey Roldugin","Vladimir Putin","ASSOCIATE"
" 🔗The Suisse Secrets Investigation The data was provided by an anonymous source to the German newspaper Süddeutsche Zeitung, which shared it with OCCRP and 46 other media partners around the world.","Süddeutsche Zeitung","OCCRP","BUSINESS"
" In April 2016, the International Consortium of Investigative Journalists (ICIJ) and more than 100 media partners, including the Organized Crime and Corruption Reporting Project (OCCRP), published hundreds of stories based on the leak of millions of internal documents that exposed the firm’s inner workings from the late 1970s to 2015.","ICIJ","Organized Crime and Corruption Reporting Project","BUSINESS"
" OCCRP and Süddeutsche Zeitung journalists will share insights and answer questions about their global investigation Suisse Secrets in a live webinar open to the public.","Süddeutsche Zeitung","OCCRP","BUSINESS"
" The data was obtained by the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists with the Organized Crime and Corruption Reporting Project and more than 110 media partners from 82 countries.","Süddeutsche Zeitung","Organized Crime and Corruption Reporting Project","BUSINESS"
" The data was obtained by the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists with the Organized Crime and Corruption Reporting Project and more than 110 media partners from 82 countries.","International Consortium of Investigative Journalists","Süddeutsche Zeitung","BUSINESS"
" The data was obtained by the German newspaper Süddeutsche Zeitung and shared by the International Consortium of Investigative Journalists with the Organized Crime and Corruption Reporting Project and more than 110 media partners from 82 countries.","International Consortium of Investigative Journalists","Organized Crime and Corruption Reporting Project","BUSINESS"
" By the end of 2013 ENRC had delisted and left London after the U.K.’s Serious Fraud Office opened an investigation into its business in Africa.","London","U.K","WITHIN"
" Some of the OCCRP and Süddeutsche Zeitung journalists behind Suisse Secrets will share their findings in a live webinar on February 24, from 18:00 to 19:00 CET.","Süddeutsche Zeitung","OCCRP","BUSINESS"
"Kremlin-watchers have long warned that President Vladimir Putin had come to believe that undermining European unity was in Russia’s interest.","Vladimir Putin","Kremlin","MANAGER"
"It started when Rautenbach opened two accounts with Credit Suisse, according to leaked bank records that are part of the Suisse Secrets investigation, coordinated by OCCRP and based on a huge trove of banking data leaked to Süddeutsche Zeitung.","Süddeutsche Zeitung","OCCRP","BUSINESS"
" The data was provided by an anonymous source to the German newspaper Süddeutsche Zeitung, which shared it with OCCRP and 46 other media partners around the world.","Süddeutsche Zeitung","OCCRP","BUSINESS"
" “For criminals, money launderers, and the corrupt, borders mean nothing,” said Paul Radu, co-founder of OCCRP. “","Paul Radu","OCCRP","MANAGER"
" The co-founder of OCCRP, Paul Radu, and our longtime editor Stevan Dojčinović, who also runs a top investigative journalism outlet in Serbia, are just some of the OCCRP journalists who’ve been targeted with SLAPPs.","Paul Radu","OCCRP","MANAGER"
"Kremlin-watchers have long warned that President Vladimir Putin had come to believe that undermining European unity was in Russia’s interest.","Vladimir Putin","Russia","MANAGER"
" In a February 2018 notice, the U.S. Treasury’s Financial Crimes Enforcement Network, also known as FinCEN, accused ABLV of moving a “substantial amount of funds from a Russia-based bank in a manner consistent with an illicit transfer of assets.”","U.S. Treasury","Financial Crimes Enforcement Network","OTHER"
" Using different combinations of letters, reporters searched the Panama Papers, a vast leak of corporate data obtained by the German newspaper Süddeutsche Zeitung, and shared with the International Consortium of Investigative Journalists.","International Consortium of Investigative Journalists","Panama Papers","ASSOCIATE"
" Using different combinations of letters, reporters searched the Panama Papers, a vast leak of corporate data obtained by the German newspaper Süddeutsche Zeitung, and shared with the International Consortium of Investigative Journalists.","International Consortium of Investigative Journalists","Süddeutsche Zeitung","BUSINESS"
" “Ján worked at the nexus of politics and organized crime — the most dangerous beat in journalism,” said OCCRP co-founders Drew Sullivan and Paul Radu, the film’s executive producers. “","Drew Sullivan","OCCRP","MANAGER"
" “Ján worked at the nexus of politics and organized crime — the most dangerous beat in journalism,” said OCCRP co-founders Drew Sullivan and Paul Radu, the film’s executive producers. “","Paul Radu","OCCRP","MANAGER"
" “This same legislation will prevent the Russian state from raising debt here and it will isolate all Russian companies — that’s over three million businesses — from accessing U.K. capital markets,” she emphasized and added that global giants like Gazprom “will no longer be able to issue debt or equity in London.”","London","U.K","WITHIN"
" Truss reminded that the U.K. has directly sanctioned Russian president Vladimir Putin and the Russian Foreign Minister Sergey Lavrov, as well as Russia’s defense industry, and a “growing list of oligarchs.”","Vladimir Putin","Russia","MANAGER"
